meaning_index,sink_index,productive_frac,beautiful_one_frac,aggressor_frac,withdrawn_frac,collapsed_frac,birth_intention,social_trust,post_labor_current,band_occupancy,sink_collapsed,variant,post_labor,run_id
0.4532164703987858,0.375,0.215,0.41,0.005,0.255,0.115,0.31859860672150375,0.47879602914395636,0.95,0.75,0,roles_full,0.95,74
0.4363017024247216,0.475,0.14,0.385,0.005,0.39,0.08,0.3027599980301045,0.48274825968788787,0.95,0.755,0,roles_full,0.95,75
0.43280548979436984,0.465,0.145,0.39,0.0,0.335,0.13,0.2939295623788307,0.4503309527776173,0.95,0.755,0,roles_full,0.95,76
0.4352569909697274,0.43,0.16,0.41,0.0,0.305,0.125,0.2942179914977227,0.45699769863307166,0.95,0.735,0,roles_full,0.95,77
0.42730355406914683,0.485,0.115,0.4,0.005,0.355,0.125,0.2899649325173456,0.46560993236677795,0.95,0.72,0,roles_full,0.95,78
0.43387160651140716,0.48,0.165,0.355,0.0,0.36,0.12,0.2869449699372302,0.4730504558339858,0.95,0.71,0,roles_full,0.95,79
0.4342626183882528,0.455,0.16,0.385,0.005,0.355,0.095,0.29238939814375586,0.4589958469925562,0.95,0.785,0,roles_full,0.95,80
0.4346390989544726,0.465,0.14,0.395,0.005,0.35,0.11,0.29125901744477917,0.43648555939473144,0.95,0.705,0,roles_full,0.95,81
0.4326073742236137,0.475,0.18,0.345,0.005,0.345,0.125,0.29269544356308813,0.46163477130487196,0.95,0.72,0,roles_full,0.95,82
0.4282777660582138,0.49,0.125,0.385,0.005,0.36,0.125,0.28507454720352976,0.47018444157257,0.95,0.72,0,roles_full,0.95,83
0.43678040917640887,0.4,0.14,0.46,0.005,0.275,0.12,0.29721880939091555,0.468017711026137,0.95,0.695,0,roles_full,0.95,84
0.42893798778096953,0.48,0.165,0.355,0.0,0.36,0.12,0.2932213046282567,0.4617035571494409,0.95,0.725,0,roles_full,0.95,85
0.4292450431294762,0.465,0.145,0.39,0.0,0.335,0.13,0.2881096165807447,0.4613393276163387,0.95,0.735,0,roles_full,0.95,86
0.4386479198497396,0.415,0.165,0.42,0.0,0.285,0.13,0.30141160190594485,0.4709241223968635,0.95,0.735,0,roles_full,0.95,87
0.42597863246007495,0.51,0.145,0.345,0.005,0.395,0.11,0.2864772883138248,0.45059642673340095,0.95,0.74,0,roles_full,0.95,88
0.40741495351407364,0.58,0.125,0.295,0.01,0.4,0.17,0.27772669567097297,0.4483249811178584,0.95,0.64,0,roles_full,0.95,89
0.4326464017814908,0.455,0.155,0.39,0.005,0.315,0.135,0.29733392699504774,0.4755651425514361,0.95,0.76,0,roles_full,0.95,90
0.43366541221305155,0.495,0.15,0.355,0.005,0.38,0.11,0.2873585542187105,0.4610048398366507,0.95,0.74,0,roles_full,0.95,91
0.4239046032647953,0.52,0.145,0.335,0.0,0.405,0.115,0.2824620026426679,0.4500482224712312,0.95,0.755,0,roles_full,0.95,92
0.41951024980565577,0.505,0.14,0.355,0.0,0.37,0.135,0.2832605839129094,0.45390212959539883,0.95,0.69,0,roles_full,0.95,93
0.43093023546223674,0.49,0.18,0.33,0.005,0.37,0.115,0.2960601621903242,0.48422475804240145,0.95,0.705,0,roles_full,0.95,94
0.43710872684250207,0.465,0.175,0.36,0.015,0.34,0.11,0.29947836765151276,0.467567592203746,0.95,0.725,0,roles_full,0.95,95
0.41896506058915084,0.53,0.12,0.35,0.0,0.38,0.15,0.2813615037886282,0.46612263627000877,0.95,0.73,0,roles_full,0.95,96
0.4179460760534967,0.485,0.12,0.395,0.0,0.33,0.155,0.27037767021109443,0.42913252491495724,0.95,0.67,0,roles_full,0.95,97
0.4301440783583551,0.47,0.16,0.37,0.005,0.34,0.125,0.2983815776214649,0.4761444377481945,0.95,0.68,0,roles_full,0.95,98
0.4363580891832259,0.45,0.18,0.37,0.005,0.33,0.115,0.3032310880870604,0.4909658509461589,0.95,0.735,0,roles_full,0.95,99
0.4294196355774058,0.44,0.145,0.415,0.01,0.31,0.12,0.295114127278818,0.48030336431461296,0.95,0.735,0,roles_full,0.95,100
0.42854826393522155,0.455,0.12,0.425,0.005,0.34,0.11,0.2904601815517968,0.4652660596387614,0.95,0.705,0,roles_full,0.95,101
0.43427716279333706,0.45,0.155,0.395,0.005,0.315,0.13,0.28961764597486783,0.45782865141327356,0.95,0.73,0,roles_full,0.95,102
0.4409255778192294,0.405,0.155,0.44,0.0,0.31,0.095,0.3032944302173998,0.46685172347102394,0.95,0.755,0,roles_full,0.95,103
0.42555308741253944,0.51,0.16,0.33,0.0,0.36,0.15,0.2868416018929633,0.4544220224289343,0.95,0.715,0,roles_full,0.95,104
0.44024380152513376,0.44,0.165,0.395,0.01,0.34,0.09,0.3089934764603055,0.48276761310147814,0.95,0.765,0,roles_full,0.95,105
0.43337818394093025,0.455,0.165,0.38,0.0,0.335,0.12,0.2930427534297687,0.46521911004974925,0.95,0.715,0,roles_full,0.95,106
0.44445742703749397,0.415,0.215,0.37,0.005,0.32,0.09,0.3106291724494561,0.48098500624397716,0.95,0.72,0,roles_full,0.95,107
0.41886754726489606,0.515,0.115,0.37,0.0,0.375,0.14,0.27374819658890615,0.4147571351284167,0.95,0.71,0,roles_full,0.95,108
0.4260898330657756,0.485,0.095,0.42,0.005,0.34,0.14,0.2881946705303589,0.4680349504177705,0.95,0.695,0,roles_full,0.95,109
0.4214886538547231,0.52,0.15,0.33,0.025,0.38,0.115,0.2887055231939221,0.4650898454649814,0.95,0.72,0,roles_full,0.95,110
0.43205533453986933,0.47,0.15,0.38,0.005,0.355,0.11,0.29321050148126965,0.4640981561850734,0.95,0.715,0,roles_full,0.95,111
0.44776888572586165,0.42,0.19,0.39,0.0,0.31,0.11,0.31473740299944614,0.4693664531478658,0.95,0.765,0,roles_full,0.95,112
0.4230233074775683,0.5,0.135,0.365,0.0,0.395,0.105,0.2825942907758527,0.4384001789918078,0.95,0.76,0,roles_full,0.95,113
0.43095625125838494,0.515,0.165,0.32,0.01,0.405,0.1,0.28516739125724483,0.4414513093839323,0.95,0.735,0,roles_full,0.95,114
0.42849664688112327,0.49,0.17,0.34,0.005,0.375,0.11,0.2972238156507372,0.47726283677186343,0.95,0.715,0,roles_full,0.95,115
0.4286774603618968,0.49,0.13,0.38,0.01,0.35,0.13,0.2872358165858541,0.4501292731075946,0.95,0.715,0,roles_full,0.95,116
0.42858497189681344,0.475,0.165,0.36,0.0,0.36,0.115,0.2979940425799078,0.4669063065661349,0.95,0.755,0,roles_full,0.95,117
0.43814756947576294,0.42,0.17,0.41,0.01,0.29,0.12,0.29663228543379233,0.4590384940261337,0.95,0.725,0,roles_full,0.95,118
0.4162395217792703,0.53,0.145,0.325,0.0,0.37,0.16,0.2724675934959878,0.4431675529571902,0.95,0.7,0,roles_full,0.95,119
0.43981982986675405,0.43,0.145,0.425,0.01,0.335,0.085,0.30025545117760905,0.4662663038450451,0.95,0.785,0,roles_full,0.95,120
0.4334249875764655,0.43,0.16,0.41,0.0,0.315,0.115,0.2969665523097779,0.46885773404852055,0.95,0.72,0,roles_full,0.95,121
0.43493397311695026,0.45,0.13,0.42,0.0,0.35,0.1,0.29421506213379656,0.4428259784551331,0.95,0.725,0,roles_full,0.95,122
0.43288123860917793,0.395,0.155,0.45,0.0,0.29,0.105,0.2901342614291885,0.4632186354883874,0.95,0.74,0,roles_full,0.95,123
0.4269862660492093,0.475,0.115,0.41,0.0,0.355,0.12,0.28254145070262165,0.4533768353880499,0.95,0.75,0,roles_full,0.95,124
0.4094056722835515,0.535,0.11,0.355,0.005,0.36,0.17,0.2733615862164832,0.4542678213397339,0.95,0.66,0,roles_full,0.95,125
0.40888079356813156,0.585,0.13,0.285,0.005,0.435,0.145,0.27380146890214874,0.44276525554217694,0.95,0.705,0,roles_full,0.95,126
0.4235345345396859,0.495,0.125,0.38,0.01,0.35,0.135,0.2840166701868913,0.44560991757342117,0.95,0.71,0,roles_full,0.95,127
0.4228032304569439,0.525,0.15,0.325,0.0,0.395,0.13,0.2952474058676874,0.46853536353386815,0.95,0.69,0,roles_full,0.95,128
0.43073308417123196,0.47,0.15,0.38,0.01,0.335,0.125,0.2896951497420312,0.4415601367649851,0.95,0.71,0,roles_full,0.95,129
0.43007384399493176,0.48,0.15,0.37,0.0,0.37,0.11,0.2913880304812537,0.4601906393062357,0.95,0.735,0,roles_full,0.95,130
0.43051499126304293,0.48,0.185,0.335,0.01,0.355,0.115,0.29684448116010026,0.47894938861121006,0.95,0.715,0,roles_full,0.95,131
0.4324737241766232,0.43,0.145,0.425,0.005,0.31,0.115,0.29382962278223523,0.47430755935833746,0.95,0.735,0,roles_full,0.95,132
0.43177242794020243,0.415,0.125,0.46,0.005,0.265,0.145,0.293640734495731,0.4614759295229299,0.95,0.76,0,roles_full,0.95,133
0.4378127064312208,0.495,0.2,0.305,0.005,0.39,0.1,0.3010723051145227,0.4664592019524571,0.95,0.695,0,roles_full,0.95,134
0.4326196763347467,0.46,0.165,0.375,0.0,0.345,0.115,0.28862857094232336,0.43768851803525466,0.95,0.765,0,roles_full,0.95,135
0.4372423486682194,0.445,0.14,0.415,0.005,0.345,0.095,0.2969992032642112,0.4513209216731879,0.95,0.75,0,roles_full,0.95,136
0.4391310098936218,0.43,0.195,0.375,0.015,0.3,0.115,0.3012359080229452,0.46217243356477555,0.95,0.71,0,roles_full,0.95,137
0.41260813439343896,0.5,0.14,0.36,0.01,0.28,0.21,0.273181251972321,0.44192344497882247,0.95,0.63,0,roles_full,0.95,138
0.443279308911427,0.435,0.185,0.38,0.01,0.365,0.06,0.30081597276171895,0.4588730434523491,0.95,0.77,0,roles_full,0.95,139
0.43497651369741563,0.475,0.185,0.34,0.005,0.325,0.145,0.3013571871986603,0.4874098737202591,0.95,0.685,0,roles_full,0.95,140
0.4402658740022376,0.42,0.17,0.41,0.01,0.3,0.11,0.3029611696530932,0.4642166004039116,0.95,0.77,0,roles_full,0.95,141
0.4171224558991652,0.545,0.105,0.35,0.005,0.435,0.105,0.27818292843766373,0.43862697265452694,0.95,0.69,0,roles_full,0.95,142
0.42405715765497815,0.52,0.125,0.355,0.0,0.41,0.11,0.287726203564856,0.45306426447764186,0.95,0.74,0,roles_full,0.95,143
0.42939228558806797,0.465,0.145,0.39,0.0,0.34,0.125,0.2885312239215899,0.44972273032363236,0.95,0.705,0,roles_full,0.95,144
0.42838553899400067,0.485,0.16,0.355,0.015,0.365,0.105,0.29419590172852655,0.4748726217881794,0.95,0.725,0,roles_full,0.95,145
0.4405560002159275,0.4,0.15,0.45,0.0,0.305,0.095,0.3027916859716524,0.4689023193227924,0.95,0.78,0,roles_full,0.95,146
0.44858715750354705,0.405,0.205,0.39,0.01,0.305,0.09,0.31042311978024606,0.48538069042930354,0.95,0.71,0,roles_full,0.95,147
0.42357772388261317,0.46,0.14,0.4,0.0,0.325,0.135,0.28554992730237294,0.4429014207764401,0.95,0.735,0,roles_full,0.95,148
0.41932187007960336,0.515,0.13,0.355,0.0,0.365,0.15,0.27846105434929025,0.45443529409426064,0.95,0.67,0,roles_full,0.95,149
