meaning_index,sink_index,productive_frac,beautiful_one_frac,aggressor_frac,withdrawn_frac,collapsed_frac,birth_intention,social_trust,post_labor_current,sink_collapsed,scenario,post_labor,virtual_world_quality,run_id
0.3501231565252177,0.935,0.0,0.065,0.0,0.78,0.155,0.21162193787405176,0.4547007100512288,0.95,1,baseline,0.95,0.6,26
0.3518891219965108,0.915,0.0,0.085,0.005,0.765,0.145,0.2138503927675604,0.45619564506975074,0.95,1,baseline,0.95,0.6,27
0.34454454847643506,0.93,0.0,0.07,0.005,0.77,0.155,0.20533032708621118,0.4437856231689385,0.95,1,baseline,0.95,0.6,28
0.34869198523637107,0.94,0.0,0.06,0.0,0.775,0.165,0.20935569481093366,0.4534643212629445,0.95,1,baseline,0.95,0.6,29
0.35075813562175584,0.92,0.005,0.075,0.0,0.815,0.105,0.21258533628417906,0.4570739282731282,0.95,1,baseline,0.95,0.6,30
0.35170373323509074,0.935,0.0,0.065,0.0,0.805,0.13,0.21437691793018238,0.4588583623548655,0.95,1,baseline,0.95,0.6,31
0.34743075699358,0.93,0.005,0.065,0.0,0.78,0.15,0.21093801514668023,0.45614072829902175,0.95,1,baseline,0.95,0.6,32
0.3513152323223402,0.91,0.005,0.085,0.0,0.755,0.155,0.21493854187830103,0.45850510310967807,0.95,1,baseline,0.95,0.6,33
0.35278696008382227,0.905,0.005,0.09,0.0,0.755,0.15,0.21510404686903964,0.460519762214045,0.95,1,baseline,0.95,0.6,34
0.3474793610828978,0.915,0.005,0.08,0.005,0.76,0.15,0.2092474641201055,0.4541755477858181,0.95,1,baseline,0.95,0.6,35
0.3529370221321606,0.915,0.005,0.08,0.0,0.76,0.155,0.21388999994388758,0.4571439568105542,0.95,1,baseline,0.95,0.6,36
0.34957492299982973,0.925,0.01,0.065,0.0,0.74,0.185,0.212867232478051,0.45892515113509064,0.95,1,baseline,0.95,0.6,37
0.35266123035985913,0.91,0.005,0.085,0.0,0.77,0.14,0.21366601876254415,0.45821613110531706,0.95,1,baseline,0.95,0.6,38
