horizon,scenario,post_labor,run_id,sink_index,meaning_index
240,ubi_only,0.95,48,0.535,0.40978320384573735
80,ubi_only,0.95,49,0.51,0.41020847088906237
120,ubi_only,0.95,49,0.52,0.41093254751971986
160,ubi_only,0.95,49,0.54,0.4055817211250492
240,ubi_only,0.95,49,0.565,0.40097840590628514
80,full_bundle,0.95,0,0.135,0.5487154413264598
120,full_bundle,0.95,0,0.125,0.5627521348273558
160,full_bundle,0.95,0,0.13,0.5470434928980261
240,full_bundle,0.95,0,0.165,0.54420954919495
80,full_bundle,0.95,1,0.12,0.5625876731251281
120,full_bundle,0.95,1,0.1,0.5553442858408604
160,full_bundle,0.95,1,0.115,0.5612402467525289
240,full_bundle,0.95,1,0.11,0.5625661402880077
80,full_bundle,0.95,2,0.14,0.5455355160988218
120,full_bundle,0.95,2,0.1,0.5514908392951228
160,full_bundle,0.95,2,0.125,0.5577894821012853
240,full_bundle,0.95,2,0.1,0.5440068067383828
80,full_bundle,0.95,3,0.13,0.5490209879297965
120,full_bundle,0.95,3,0.13,0.5472473381544887
160,full_bundle,0.95,3,0.13,0.538151581602835
240,full_bundle,0.95,3,0.155,0.5463691371642097
80,full_bundle,0.95,4,0.075,0.5567764903347482
120,full_bundle,0.95,4,0.135,0.5393833746429215
160,full_bundle,0.95,4,0.105,0.5495628351709827
240,full_bundle,0.95,4,0.12,0.5441673429201666
80,full_bundle,0.95,5,0.13,0.5531819653925958
120,full_bundle,0.95,5,0.135,0.555276358637661
160,full_bundle,0.95,5,0.115,0.5628641230908161
240,full_bundle,0.95,5,0.1,0.5482022816265387
80,full_bundle,0.95,6,0.12,0.5581222995138655
120,full_bundle,0.95,6,0.145,0.5435440077450698
160,full_bundle,0.95,6,0.13,0.5501244174960519
240,full_bundle,0.95,6,0.11,0.5605801746662789
80,full_bundle,0.95,7,0.14,0.5420593331120754
120,full_bundle,0.95,7,0.135,0.5503892499816411
160,full_bundle,0.95,7,0.125,0.5463398335083332
240,full_bundle,0.95,7,0.115,0.5477602926082992
80,full_bundle,0.95,8,0.135,0.5447605219376344
120,full_bundle,0.95,8,0.11,0.5464741608943187
160,full_bundle,0.95,8,0.15,0.5529307632752752
240,full_bundle,0.95,8,0.09,0.5585013763663195
80,full_bundle,0.95,9,0.115,0.5559160502672287
120,full_bundle,0.95,9,0.17,0.5347748883633737
160,full_bundle,0.95,9,0.16,0.550325989509589
240,full_bundle,0.95,9,0.165,0.5490192448537775
80,full_bundle,0.95,10,0.11,0.5607958448464372
120,full_bundle,0.95,10,0.12,0.5466435397252505
160,full_bundle,0.95,10,0.105,0.5460888083768534
240,full_bundle,0.95,10,0.15,0.5457816867620244
80,full_bundle,0.95,11,0.15,0.5481095783330044
120,full_bundle,0.95,11,0.14,0.5443170916644193
160,full_bundle,0.95,11,0.15,0.5410484814072514
240,full_bundle,0.95,11,0.155,0.5492060542767703
80,full_bundle,0.95,12,0.145,0.5425907025252189
120,full_bundle,0.95,12,0.105,0.5584947192793782
160,full_bundle,0.95,12,0.075,0.5453882901156749
240,full_bundle,0.95,12,0.09,0.5600578275475832
80,full_bundle,0.95,13,0.165,0.5462693642050622
120,full_bundle,0.95,13,0.095,0.5543988397952814
160,full_bundle,0.95,13,0.145,0.5507256499903933
240,full_bundle,0.95,13,0.145,0.5451351986212593
80,full_bundle,0.95,14,0.135,0.5467397380096882
120,full_bundle,0.95,14,0.125,0.551369114353176
160,full_bundle,0.95,14,0.135,0.5587890599912179
240,full_bundle,0.95,14,0.13,0.5520360149560518
80,full_bundle,0.95,15,0.135,0.546100214465035
120,full_bundle,0.95,15,0.12,0.5544254334986704
160,full_bundle,0.95,15,0.115,0.5574528243678608
240,full_bundle,0.95,15,0.14,0.5503281483205312
80,full_bundle,0.95,16,0.115,0.5545500923473496
120,full_bundle,0.95,16,0.145,0.5362246885342974
160,full_bundle,0.95,16,0.165,0.5461377793438605
240,full_bundle,0.95,16,0.115,0.5519934141353486
80,full_bundle,0.95,17,0.15,0.5483300388290635
120,full_bundle,0.95,17,0.145,0.5450341434826802
160,full_bundle,0.95,17,0.145,0.5445117281941987
240,full_bundle,0.95,17,0.125,0.5470279018268862
80,full_bundle,0.95,18,0.135,0.5437507211069942
120,full_bundle,0.95,18,0.09,0.5584003122580659
160,full_bundle,0.95,18,0.14,0.5344019150025328
240,full_bundle,0.95,18,0.145,0.5410669913267586
80,full_bundle,0.95,19,0.13,0.5478365863450159
120,full_bundle,0.95,19,0.14,0.5430694424810243
160,full_bundle,0.95,19,0.145,0.5508472792810718
240,full_bundle,0.95,19,0.115,0.5564091697284154
80,full_bundle,0.95,20,0.085,0.5648655124602203
120,full_bundle,0.95,20,0.16,0.5327426379108582
160,full_bundle,0.95,20,0.13,0.5448770232783164
240,full_bundle,0.95,20,0.1,0.5563641107193519
80,full_bundle,0.95,21,0.13,0.5581845617445896
120,full_bundle,0.95,21,0.125,0.5380753999294899
160,full_bundle,0.95,21,0.13,0.5459894632698487
240,full_bundle,0.95,21,0.085,0.5713129689158728
80,full_bundle,0.95,22,0.135,0.5468056626146425
120,full_bundle,0.95,22,0.115,0.5599719257344199
160,full_bundle,0.95,22,0.16,0.5437300790299687
240,full_bundle,0.95,22,0.12,0.5313956354304298
80,full_bundle,0.95,23,0.175,0.5311365193015359
120,full_bundle,0.95,23,0.1,0.5602827869759898
160,full_bundle,0.95,23,0.125,0.5502676250739031
240,full_bundle,0.95,23,0.1,0.5523934687649246
80,full_bundle,0.95,24,0.145,0.5392452057674556
120,full_bundle,0.95,24,0.125,0.5515558582884722
160,full_bundle,0.95,24,0.1,0.5540824229507652
240,full_bundle,0.95,24,0.12,0.5565673821427941
80,full_bundle,0.95,25,0.15,0.5380503840837515
120,full_bundle,0.95,25,0.1,0.5586282100994217
160,full_bundle,0.95,25,0.13,0.5524573071076021
240,full_bundle,0.95,25,0.17,0.5473360766473765
80,full_bundle,0.95,26,0.105,0.5468940136830175
120,full_bundle,0.95,26,0.12,0.5571770614748782
160,full_bundle,0.95,26,0.11,0.549605633910586
240,full_bundle,0.95,26,0.12,0.5475228023547384
80,full_bundle,0.95,27,0.19,0.537249215048477
120,full_bundle,0.95,27,0.135,0.5414295688802647
160,full_bundle,0.95,27,0.115,0.5480263144866612
240,full_bundle,0.95,27,0.15,0.5483505062663512
80,full_bundle,0.95,28,0.135,0.5408307121482326
120,full_bundle,0.95,28,0.13,0.5529596175700245
160,full_bundle,0.95,28,0.115,0.5600609086950652
240,full_bundle,0.95,28,0.135,0.5500397412016593
80,full_bundle,0.95,29,0.12,0.5483245501867315
120,full_bundle,0.95,29,0.11,0.544757668593478
160,full_bundle,0.95,29,0.155,0.5413759848064349
240,full_bundle,0.95,29,0.13,0.5493181894649015
80,full_bundle,0.95,30,0.135,0.5566934308567785
120,full_bundle,0.95,30,0.155,0.5384380416722019
160,full_bundle,0.95,30,0.135,0.5468013270583373
240,full_bundle,0.95,30,0.12,0.5529079424141462
80,full_bundle,0.95,31,0.15,0.5517674098198074
120,full_bundle,0.95,31,0.095,0.5506149077296023
160,full_bundle,0.95,31,0.145,0.5503435141840717
240,full_bundle,0.95,31,0.14,0.5531992674515699
80,full_bundle,0.95,32,0.125,0.5569624528351391
120,full_bundle,0.95,32,0.11,0.5566912426629639
160,full_bundle,0.95,32,0.155,0.535123422506613
240,full_bundle,0.95,32,0.105,0.5510815407384665
80,full_bundle,0.95,33,0.135,0.5519806637134127
120,full_bundle,0.95,33,0.16,0.5450513709230751
160,full_bundle,0.95,33,0.125,0.559206224195758
240,full_bundle,0.95,33,0.135,0.5445036776029617
80,full_bundle,0.95,34,0.135,0.544248240018956
120,full_bundle,0.95,34,0.135,0.5466823220784423
160,full_bundle,0.95,34,0.115,0.5462366265099768
240,full_bundle,0.95,34,0.105,0.5604952279611173
80,full_bundle,0.95,35,0.14,0.5463652003713811
120,full_bundle,0.95,35,0.09,0.5597902144955944
160,full_bundle,0.95,35,0.085,0.5607533445509182
240,full_bundle,0.95,35,0.105,0.5505758638652309
80,full_bundle,0.95,36,0.12,0.5513813905203088
120,full_bundle,0.95,36,0.145,0.5439461505982114
160,full_bundle,0.95,36,0.135,0.5477609524849564
240,full_bundle,0.95,36,0.17,0.5404373266902706
80,full_bundle,0.95,37,0.12,0.5623108067898214
120,full_bundle,0.95,37,0.125,0.5536259392953992
160,full_bundle,0.95,37,0.135,0.5544119494861934
240,full_bundle,0.95,37,0.12,0.5606954727696508
80,full_bundle,0.95,38,0.11,0.5507661429413728
120,full_bundle,0.95,38,0.175,0.537908946732774
160,full_bundle,0.95,38,0.12,0.5475958448768784
240,full_bundle,0.95,38,0.09,0.5615992779631191
80,full_bundle,0.95,39,0.115,0.5527348622059405
120,full_bundle,0.95,39,0.145,0.5362017227722792
160,full_bundle,0.95,39,0.105,0.5630329429422727
240,full_bundle,0.95,39,0.175,0.5369753209499308
80,full_bundle,0.95,40,0.135,0.5532733908920127
120,full_bundle,0.95,40,0.14,0.5458338339987088
160,full_bundle,0.95,40,0.115,0.5618609542100712
240,full_bundle,0.95,40,0.115,0.5607429545719567
80,full_bundle,0.95,41,0.16,0.5407407559166618
120,full_bundle,0.95,41,0.115,0.5532033266747288
160,full_bundle,0.95,41,0.105,0.5531717957771504
240,full_bundle,0.95,41,0.125,0.5497631849262045
80,full_bundle,0.95,42,0.155,0.5378404471281741
120,full_bundle,0.95,42,0.125,0.5504167331357585
160,full_bundle,0.95,42,0.135,0.5441147390720931
240,full_bundle,0.95,42,0.125,0.5370950173320233
80,full_bundle,0.95,43,0.085,0.5622529683130313
120,full_bundle,0.95,43,0.135,0.5549286228961847
160,full_bundle,0.95,43,0.165,0.5464244601659729
240,full_bundle,0.95,43,0.07,0.5620719764507442
80,full_bundle,0.95,44,0.1,0.5531035182798749
120,full_bundle,0.95,44,0.16,0.5514643688482878
160,full_bundle,0.95,44,0.105,0.5599583338881463
240,full_bundle,0.95,44,0.14,0.5514415882354138
80,full_bundle,0.95,45,0.095,0.5547244552721593
120,full_bundle,0.95,45,0.115,0.5559491626027974
160,full_bundle,0.95,45,0.125,0.5503682880717155
240,full_bundle,0.95,45,0.15,0.5398165115188841
80,full_bundle,0.95,46,0.125,0.5518382126351247
120,full_bundle,0.95,46,0.11,0.5516182192536467
160,full_bundle,0.95,46,0.125,0.550816321582984
240,full_bundle,0.95,46,0.155,0.541594770979779
80,full_bundle,0.95,47,0.135,0.539990272832862
120,full_bundle,0.95,47,0.125,0.5411036732962219
160,full_bundle,0.95,47,0.115,0.5593511613698835
240,full_bundle,0.95,47,0.155,0.5309670447541044
80,full_bundle,0.95,48,0.08,0.5591862432429086
120,full_bundle,0.95,48,0.14,0.5413852833325897
160,full_bundle,0.95,48,0.12,0.5471987117404375
240,full_bundle,0.95,48,0.145,0.5436025435476505
80,full_bundle,0.95,49,0.175,0.5389826469037358
120,full_bundle,0.95,49,0.18,0.5418247193129215
160,full_bundle,0.95,49,0.15,0.5396046554440812
240,full_bundle,0.95,49,0.15,0.5345257793928604
