census_code,soc2010_set,lm_aioe,aioe,title,lm_aioe_z,aioe_z
10,11-1011,1.308912,1.334246,Chief Executives,1.3696041489971347,1.371329524242968
20,11-1021,0.6776147,0.5748773,General and Operations Managers,0.6969877553019944,0.5769766023234596
30,11-1031,,,Legislators,,
40,11-2011,1.217224,1.294387,Advertising and Promotions Managers,1.2719150698499246,1.3296342145537619
51,11-2020;11-2031,1.2935143333333334,1.2916670000000001,Marketing Managers,1.3531986883296279,1.3267889037743987
52,11-2020;11-2031,1.2935143333333334,1.2916670000000001,Sales Managers,1.3531986883296279,1.3267889037743987
60,11-2031,1.382948,1.293689,Public Relations and Fundraising Managers,1.4484858855792702,1.3289040575964106
101,11-3011;11-3021,0.8566317999999999,0.8998404,Administrative Services Managers,0.8877217188588831,0.9169107976636433
102,11-3011;11-3021,0.8566317999999999,0.8998404,Facilities Managers,0.8877217188588831,0.9169107976636433
110,11-3021,0.9450699,1.059853,Computer and Information Systems Managers,0.9819481885226219,1.084295200462886
120,11-3031,1.294551,1.446232,Financial Managers,1.3543032059551543,1.488474734881855
135,11-3111,1.466744,1.298235,Compensation and Benefits Managers,1.5377664247580025,1.3336594924504495
136,11-3121,1.359222,1.320417,Human Resources Managers,1.4232069931195512,1.3568634202842125
137,11-3131,1.336838,1.284423,Training and Development Managers,1.3993579360168644,1.319211171684065
140,11-3051,0.3542972,0.5086878,Industrial Production Managers,0.3525087738957243,0.5077377428268919
150,11-3061,1.393102,1.423426,Purchasing Managers,1.4593044759036395,1.4646180592810616
160,11-3071,0.9045479,0.8907923,"Transportation, Storage, and Distribution Managers",0.9387739796272021,0.9074458504346886
205,11-9013,-0.1584996,-0.1443684,"Farmers, Ranchers, and Other Agricultural Managers",-0.19385113341642168,-0.17540484739002224
220,11-9021,0.6361951,1.029139,Construction Managers,0.6528571975120352,1.0521662021991498
230,11-9030,1.0848625749999998,0.9255233749999999,Education and Childcare Administrators ,1.1308904458766398,0.9437769909039435
300,11-9041,0.647411,0.8370105,Architectural and Engineering Managers,0.6648071903443271,0.8511863154076449
310,11-9051,0.0614931,-0.1213112,Food Service Managers,0.04054032764836801,-0.15128539897019339
325,11-9061,0.336732,0.3719018,Funeral Home Managers,0.3337939124848901,0.3646499927291042
335,11-9071,0.7192592,0.8299207,Entertainment and Recreation Managers,0.7413579330411313,0.8437698873328179
340,11-9081,0.4639851,0.4021726,Lodging Managers,0.46937586604072984,0.3963153727070267
350,11-9111,1.314992,1.260259,Medical and Health Services Managers,1.3760820915982932,1.2939339328338688
360,11-9121,1.241343,1.327906,Natural Sciences Managers,1.2976126845863303,1.3646974395587168
400,11-9131,0.8657041,0.8233757,Postmasters and Mail Superintendents,0.8973878107438324,0.8369233582699751
410,11-9141,1.214595,1.215396,"Property, Real Estate, and Community Association Managers",1.2691139989455749,1.2470040881667461
420,11-9151,1.225244,1.156153,Social and Community Service Managers,1.280459987557374,1.1850317548940192
425,11-9161,0.901037,1.030768,Emergency Management Directors,0.9350332874103587,1.0538702504563493
426,11-9161;11-9199,0.9055008499999999,0.9977275999999999,"Personal Service Managers, All Other",0.939789301239336,1.0193076746201457
440,11-9199,0.9099647,0.9646872,"Managers, All Other",0.9445453150683134,0.9847450987839422
500,13-1011,1.247628,1.068559,"Agents and Business Managers of Artists, Performers, and Athletes",1.3043090446600607,1.0934022870971276
510,13-1021,0.736816,0.7687054,"Buyers and Purchasing Agents, Farm Products",0.7600638446628456,0.7797343899240107
520,13-1022,0.7911764,0.8188258,"Wholesale and Retail Buyers, Except Farm Products",0.8179821918628499,0.8321638437423924
530,13-1023,1.495701,1.509181,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1.5686186918471063,1.5543238040914646
540,13-1030,0.8441406499999999,0.96875975,"Claims Adjusters, Appraisers, Examiners, and Investigators",0.8744130095295306,0.989005271730448
565,13-1041,0.5718207,0.6981205,Compliance Officers,0.5842694231396619,0.7058976337364087
600,13-1051,1.13408,1.367669,Cost Estimators,1.1833292047790795,1.4062923265145333
630,13-1070,0.8614939666666667,0.7531605,Human Resources Workers,0.8929021196128196,0.7634733342129357
640,13-1141,1.361838,1.440985,"Compensation, Benefits, and Job Analysis Specialists",1.4259942131597867,1.4829860048600467
650,13-1151,1.322911,1.198409,Training and Development Specialists,1.3845193987460853,1.2292344947075389
700,13-1081,1.081353,1.297303,Logisticians,1.1271511653824853,1.3326845550804618
705,13-1081;13-1111,1.3144550000000002,1.3648600000000002,Project Management Specialists,1.3755099443652634,1.4033539154927572
710,13-1111,1.547557,1.432417,Management Analysts,1.6238687233480416,1.4740232759050524
725,13-1121,0.5130678,0.3740207,"Meeting, Convention, and Event Planners",0.521671082045646,0.366866510747631
726,13-1131,1.404691,1.242567,Fundraisers,1.4716519885360124,1.2754268599263339
735,13-1161,1.356259,1.426757,Market Research Analysts and Marketing Specialists,1.4200500615525722,1.4681025189156423
750,13-1199,0.92503,1.047687,"Business Operations Specialists, All Other",0.9605966553099641,1.0715687111460726
800,13-2011,1.214001,1.481956,Accountants and Auditors,1.268481121000659,1.5258445445443451
810,13-2021,0.6279358,0.8413203,Property Appraisers and Assessors,0.6440573173597737,0.8556946684947404
820,13-2031,1.299968,1.502988,Budget Analysts,1.3600747544864829,1.5478454917177158
830,13-2041,1.092495,1.345268,Credit Analysts,1.1390224213795428,1.3828593093202257
845,13-2051,1.272825,1.380615,Financial and Investment Analysts,1.3311552156668693,1.419834750540135
850,13-2052,1.395742,1.400749,Personal Financial Advisors,1.462117266769932,1.44089632672826
860,13-2053,1.261974,1.326652,Insurance Underwriters,1.3195940059357552,1.363385667603819
900,13-2061,1.357634,1.526064,Financial Examiners,1.4215150567954329,1.5719846062561669
910,13-2070,1.4163895,1.38556,Credit Counselors and Loan Officers,1.4841161680622714,1.4250075673798228
930,13-2081,1.253237,1.36682,"Tax Examiners and Collectors, and Revenue Agents",1.3102851597998468,1.4054042129661217
940,13-2082,1.143748,1.29371,Tax Preparers,1.1936299858757904,1.3289260250693393
960,13-2099,1.252594,1.361362,Other Financial Specialists,1.309600074751731,1.3996947621448848
1005,15-1111,0.968235,1.154269,Computer and Information Research Scientists,1.0066294694683622,1.1830609587512544
1006,15-1121,1.045816,1.19815,Computer Systems Analysts,1.0892882301493643,1.2289635625414157
1007,15-1122,1.044709,1.250146,Information Security Analysts,1.0881087757974757,1.2833550255133905
1010,15-1131,1.024722,1.271506,Computer Programmers,1.066813604947252,1.305699083692508
1021,15-1131;15-1150,0.6691759999999999,0.7856365333333333,Software Developers,0.6879967332249551,0.797445542931426
1022,15-1131;15-1150,0.6691759999999999,0.7856365333333333,Software Quality Assurance Analysts and Testers,0.6879967332249551,0.797445542931426
1031,15-1134;15-1143,0.64210285,0.8348968000000001,Web Developers,0.6591516161636791,0.8489752369538436
1032,15-1134;15-1143,0.64210285,0.8348968000000001,Web and Digital Interface Designers,0.6591516161636791,0.8489752369538436
1050,15-1150,0.49140300000000003,0.5427018,Computer Support Specialists,0.49858829736380694,0.5433187725508851
1065,15-1141,0.9959827,1.284863,Database Administrators and Architects,1.0361932865595087,1.3196714425454328
1105,15-1142,0.4749538,0.7895315,Network and Computer Systems Administrators,0.48106247936463264,0.8015199512556641
1106,15-1143,0.4954185,0.5803306,Computer Network Architects,0.502866616198503,0.5826811366150411
1108,15-1199,1.043586,1.232705,"Computer Occupations, All Other",1.0869122742282153,1.2651105162108631
1200,15-2011,1.199589,1.516474,Actuaries,1.2531258399533072,1.5619527936186324
1210,15-2021,1.166233,1.472319,Mathematicians,1.2175866535381348,1.5157635666102556
1220,15-2031,1.233633,1.40002,Operations Research Analysts,1.2893980567154528,1.4401337415965851
1230,15-2041,1.243257,1.382724,Statisticians,1.2996519579643924,1.422040912464281
1240,15-2090,0.438215,0.7559803,Other Mathematical Science Occupations,0.4419190850166971,0.7664230427922183
1305,17-1010;17-1020,0.449441375,0.761147125,"Architects, Except Landscape and Naval",0.453880238449112,0.7718279041405947
1306,17-1010;17-1020,0.449441375,0.761147125,Landscape Architects,0.453880238449112,0.7718279041405947
1310,17-1020,0.17551545,0.48152925,"Surveyors, Cartographers, and Photogrammetrists",0.16202556425185904,0.47932799464054043
1320,17-2011,1.11685,1.338738,Aerospace Engineers,1.1649714825721775,1.376028471309475
1330,17-2021,0.6895172,0.9409636,Agricultural Engineers,0.7096692868497397,0.9599285492231694
1340,17-2031,0.7338057,0.9874239,Bioengineers and biomedical engineers,0.7568565172595121,1.0085292817240703
1350,17-2041,0.9060193,1.341336,Chemical Engineers,0.940341684354726,1.3787461615318228
1360,17-2051,0.9267973,1.282867,Civil Engineers,0.9624796270137516,1.3175834865470468
1400,17-2061,0.9768626,1.141812,Computer Hardware Engineers,1.0158217552554933,1.1700300630238543
1410,17-2070,0.67902095,0.8960914,Electrical and Electronics Engineers,0.6984860458912837,0.9129890807107636
1420,17-2081,1.043951,1.343561,Environmental Engineers,1.0873011638745023,1.3810736675921476
1430,17-2110,0.83473405,1.06638175,"Industrial Engineers, including Health and Safety ",0.8643907373466262,1.0911247308859626
1440,17-2121,0.3434475,0.5472173,Marine Engineers and Naval Architects,0.3409489492510218,0.54804230226567
1450,17-2131,0.7804771,1.037278,Materials Engineers,0.8065826110614392,1.0606801670643107
1460,17-2141,0.6780269,1.004709,Mechanical Engineers,0.6974269342395268,1.0266107086918541
1500,17-2151,1.031417,1.34695,"Mining and Geological Engineers, Including Mining Safety Engineers",1.0739467999661267,1.3846187992948173
1510,17-2161,1.07307,1.303009,Nuclear Engineers,1.1183260340394923,1.3386534312962877
1520,17-2171,1.03314,1.247779,Petroleum Engineers,1.0757825721868168,1.280878977493261
1530,17-2199,0.5808077,0.787566,"Engineers, All Other",0.5938446320469997,0.7994639003965323
1541,17-3010;17-3020,0.1586776,0.4340606000000001,Architectural and Civil Drafters,0.14408565868822096,0.42967245731450304
1545,17-3010;17-3020,0.1586776,0.4340606000000001,Other Drafters,0.14408565868822096,0.42967245731450304
1551,17-3020;17-3031,-0.0173373111111111,0.24281482222222225,Electrical and Electronic Engineering Technologists and Technicians,-0.04344961945747398,0.229615959881113
1555,17-3020;17-3031,-0.0173373111111111,0.24281482222222225,"Other Engineering Technologists and Technicians, Except Drafters",-0.04344961945747398,0.229615959881113
1560,17-3031,-0.2902489,0.0852324,Surveying and Mapping Technicians,-0.33422356814386167,0.06477369348881122
1600,19-1010,0.7178145333333333,0.8225950333333333,Agricultural and Food Scientists,0.7398187113726323,0.836106726181094
1610,19-1020,0.6616595,0.752081,Biological Scientists,0.6799882701391643,0.762344101497376
1640,19-1030,-0.060828099999999996,-0.05767484999999999,Conservation Scientists and Foresters,-0.08978692769782463,-0.08471731345021806
1650,19-1040,1.225736,1.3581075,Medical Scientists,1.2809841894915466,1.3962903268759739
1660,19-1099,,,"Life Scientists, All Other",,
1700,19-2010,1.0656889999999999,1.3597365,Astronomers and Physicists,1.1104619395758157,1.3979943751331732
1710,19-2021,1.259493,1.373917,Atmospheric and Space Scientists,1.3169506217920917,1.412828172745953
1720,19-2030,0.55622835,0.76694105,Chemists and Materials Scientists,0.5676565369032842,0.7778887560734337
1745,19-2040;19-2099,0.7262428249999999,0.8772813000000002,"Environmental Scientists and Specialists, Including Health",0.7487986438796209,0.8933123967802855
1750,19-2040;19-2099,0.7262428249999999,0.8772813000000002,"Geoscientists and Hydrologists, Except Geographers",0.7487986438796209,0.8933123967802855
1760,19-2099,0.9125224,1.140157,"Physical Scientists, All Other",0.9472704193102515,1.1682988169430286
1800,19-3011,1.330122,1.403764,Economists,1.39220236652519,1.4440502281987673
1815,19-3022,1.278523,1.42653,Survey Researchers,1.337226155953284,1.467865060993982
1821,19-3030;19-3041,1.5326135,1.41495375,Clinical and Counseling Psychologists,1.6079471550486313,1.4557554915419217
1822,19-3030;19-3041,1.5326135,1.41495375,School Psychologists,1.6079471550486313,1.4557554915419217
1825,19-3030;19-3041,1.5326135,1.41495375,Other Psychologists,1.6079471550486313,1.4557554915419217
1830,19-3041,1.747498,1.411125,Sociologists,1.8368960788773618,1.4517503504954192
1840,19-3051,1.07547,1.227516,Urban and Regional Planners,1.1208831166452127,1.2596824582571442
1860,19-3090,1.27280388,1.1957393,Miscellaneous Social Scientists and Related Workers,1.331132713339939,1.226441801256191
1900,19-4011,-0.0492323,0.095719,Agricultural and Food Science Technicians,-0.07743216999806875,0.07574341261339604
1910,19-4021,0.1328288,0.3012355,Biological Technicians,0.11654502666374224,0.2907280864321492
1920,19-4031,-0.0940159,0.0628057,Chemical Technicians,-0.12514690524037958,0.04131379229191934
1935,19-4041,-0.0265366,0.0832659,Environmental Science and Geoscience Technicians,-0.05325101179196396,0.06271659655953996
1940,19-4051,-0.0905259,0.1696743,Nuclear Technicians,-0.12142848095122766,0.15310584359907375
1950,19-4061,1.125941,1.204652,Social Science Research Assistants,1.1746574983924298,1.2357651105882612
1970,19-4090,-0.17938595000000002,0.00996545,"Other Life, Physical, and Social Science Technicians",-0.21610451770058464,-0.013960815395304664
